0,1,2,3,4,5,6,7,label
8.836924904335534,3.110953020455249,-8.342416081076493,2.3240238358303085,8.32142073775909,-7.479759117066689,1.171853950638448,9.284841396206321,0
-9.095550024157026,0.13448176669146428,-1.363697010746777,-1.1405794038586923,1.2285606784823204,9.413074674140152,8.14724257542709,-9.423967813965897,2
0.8300557752143253,-1.7015598434877817,-6.164700777381975,-4.964096300932345,-3.3963217671409507,-3.3958156010398333,7.310989305710251,2.7812267043266274,3
-1.0996285306100304,3.8054510360366263,-3.8492774493315562,4.629061021847786,-3.3752229637910247,-8.36090590966306,-10.143987367728576,-2.654572959391499,5
-7.8556402297006525,1.1187043350266208,0.962650956870138,0.18167524511823285,1.4689506484730237,7.5258376852628786,10.36662205610551,-7.874189583057531,2
9.69145965995398,2.016378224803806,-8.800205162627037,2.0986301473581976,8.63379743989023,-7.877529790525849,0.6639586559493913,9.09989613314208,0
-3.0195732502942665,-6.815581029299691,-4.620954427392388,3.1097679833844323,7.501933040668016,3.2557188871014913,1.6100476099934042,4.99305095720613,4
9.489718026453975,3.761169075859444,-8.361781689872618,5.002815947692295,9.130258784796919,-9.09997586672834,2.888307586618035,7.87818076683497,0
-8.391834965836885,1.5924268774737076,-0.717636492030215,0.6010266731612783,2.081305452728619,6.840123308837111,10.459015748357611,-9.803722303434043,2
-1.5567714614516135,-7.59543064495308,-2.6195472150361057,4.960987080115175,7.586434523711848,1.9401706457074361,1.9185712508829247,3.9037063207773115,4
-2.2902880566306503,5.143417905649519,-2.6357662226157705,5.611536715736898,-5.778466402580661,-7.822334428435968,-9.100872837760885,-3.8767866705764047,5
7.9903056890119135,2.875567996285728,-9.53112431869337,3.5544230888409922,6.012115675915972,-6.919330803534419,1.0500876571274538,8.62575832092577,0
5.7722214318853,-10.535112282495477,4.951389476910914,3.0139021173175737,2.5842684859320055,-2.1986031706202267,1.1175834167625391,-4.645035611372959,1
-2.5667168202084514,-7.797384161626822,-5.209303233320981,3.0477269054832035,8.387450060542944,1.7209165989953439,1.3855434830451445,3.917987503560864,4
-8.678401918858448,1.7190307899487283,-0.9435362412086423,-1.2564648384262735,1.9803297487756544,10.005917418170702,7.992577738661405,-8.926790089288358,2
-8.524069809057819,-0.053588524281696026,-0.6639766970692821,-0.06744085770337516,1.165080088726269,8.875071395634231,9.820230114947885,-7.847177139751175,2
0.1726828449482117,-0.18816987921887518,-4.636878161957628,-5.796027792879242,-7.030937732776629,-3.11940035820635,6.490969931156378,0.6657431782815472,3
1.6585720763453575,0.013029364779384212,-7.788806648737401,-5.061089218932704,-5.879201850698201,-1.3679736302507546,6.516140572785866,1.3123271716730531,3
9.948284463695355,3.1230993865089074,-8.681737731126015,4.169118312371928,8.305457130018862,-8.276828774688347,0.7489895803109903,7.982613072131614,0
-8.323758858997383,-0.02676802795370481,0.5338503323071221,-0.39975698143392246,3.363493658438511,8.234650578939439,10.45460441393242,-10.035107843817089,2
-0.9272446138760507,-2.1283118810948256,-5.637446325966836,-4.0561385517395525,-4.333877877295256,-1.373963970798373,5.039805318726874,0.735171477953231,3
-1.5820047695752284,6.71979132856816,-0.18536865170851025,6.510774707224776,-3.765694790463318,-8.670496560319293,-9.290736289453184,-5.705908437541135,5
-8.071952775785098,1.6050927963093087,-0.02967282546009345,-1.7692470740501247,1.1812798222645697,7.966805498574997,9.725158137550764,-9.706571931878853,2
-0.11415017438908535,-0.9601250736540526,-4.043328988155636,-6.052671394563598,-5.373926302523445,-1.7549280852295581,5.801500290798228,0.7374891066218665,3
6.807994454506604,-8.71112391313429,4.721253712858131,0.0736001547208025,0.33962016659359173,-2.4942406324971422,2.3848929688304596,-6.738568562458827,1
-2.539508709822294,5.5258751166019895,-2.3494899703242718,3.905740602770888,-2.813963514922505,-8.973248651172684,-9.083148213792256,-3.6296789663044065,5
9.210669732215845,1.9076029967258694,-8.41217934107398,0.8777001451310493,8.2529986361795,-8.686387510481685,1.8119220861771173,8.415760841878607,0
0.30046141850531805,-6.5088040245404475,-4.189962081477513,1.675326421658928,8.471034383573187,2.4397700547721657,0.34129233250564295,4.932782627860499,4
-7.909982156377385,0.7300813254951403,-1.6941841182778792,-1.763954557939658,1.1906659895285487,9.961770980493224,7.3083372943321,-9.912059305747341,2
-1.2075735734841242,3.357772966968251,-2.234706982252397,5.670898234138907,-3.7394238301023326,-6.5893037193556605,-9.582443599664044,-2.7539163685646324,5
-0.6752742056288472,-6.555982159748935,-2.8181374858834554,3.6983873201903323,6.251814666142267,3.693099311974202,0.5380749113014677,3.773762475101475,4
-0.22976963492323166,-7.394536144453617,-5.043381304832934,2.623192665357339,7.3896692203894405,3.3101245014933283,0.5498364085852637,3.8634853558890074,4
4.877275639628154,-8.217751285645143,4.6949152760839254,0.3516816935372561,-0.3546383860950475,-3.123387583574278,2.7092500945878886,-5.915550838206318,1
0.4622191009605237,-1.836811157529185,-4.497066165389203,-6.270418006532328,-6.449322575906318,-3.1390292400582003,6.450350305270974,0.3289834772965001,3
0.44498761955796184,-1.3476347980267769,-4.849133105919448,-4.242149442204228,-6.358518949458144,-1.1248693527900748,5.166215336228365,1.0594678482657258,3
-0.7704613365097478,5.403996945445275,-1.6146123263333712,4.9905064323039525,-4.4230958031121865,-9.555883915827575,-8.561702337666796,-1.022991037410743,5
-1.9128030165032481,-5.990437205073658,-4.127425548653565,3.8753497345950425,5.604121540480832,1.2967198414723242,2.4399703523384986,3.2447689197373757,4
7.946575496969087,3.179747769445011,-9.411602994857908,2.6285060591056766,7.145202195830998,-7.922490525245561,1.6675661993010695,8.292191855114796,0
7.57646511118283,2.7069549156982644,-9.765649501420054,3.132354160754725,8.137958885384403,-9.244680023670817,1.8667392414529744,8.656202528853463,0
2.1354935424773607,-0.922578846797521,-5.177985534678245,-5.060480264281869,-6.265040437586999,-3.3707914472379192,6.023197756354065,1.099369357413505,3
