0,1,2,3,4,5,6,label
-9.676359384053569,8.396822431174355,-6.1294912697385335,7.585705284979772,-9.508935326655754,2.961733839000594,9.443599377328043,7
-5.606043780689126,-4.4518775127137635,-5.300170921100764,6.434234803281429,-0.1532103711823335,6.798171922365029,4.4655450660374925,6
-6.672309951663605,10.820594251765634,-6.004382648633561,9.72137144990732,-8.87974228649307,3.2230860988281185,7.504255442495506,7
-5.216326812374268,-4.019806860670725,-4.354230184109801,8.438267047942807,-1.6820637744413807,7.7181825921149105,5.509871319306429,6
1.3365250278066794,-0.03209614998494381,-5.026926114572663,-1.5997896285110507,-9.932776092028787,5.837827589865846,3.9863104397096953,0
6.867201894865769,0.9202967004074092,10.180778654885987,7.953727621392672,2.881579079864281,2.345519692673683,6.982919135065479,5
3.935057387582904,-7.942628248779339,-0.6561662712870067,2.4538965700418376,-1.3187706030882014,-9.003326010763148,3.8812615633725636,2
-4.981946906397678,-9.097579452955701,-8.384261883459184,-1.7916983979505412,-6.165515596673366,-5.294240334724369,1.2191205323061423,4
-0.4460172432141728,0.7638872605862697,-2.917667399835219,-2.287226115382298,-8.314638682420643,8.093354172566796,3.9623463808093873,0
-0.5618760576334201,8.800174798055986,9.47814204250499,6.705913334231663,-6.247289236567557,5.779688089379179,-8.311237119942756,1
-8.086785019428703,11.415073324186299,-6.443483487427942,7.393590411123072,-7.42240664525978,1.782289068740241,6.847242892178547,7
-6.56069492819244,-5.162559113141371,-2.76860929502521,6.698160155171814,-1.155464554670989,7.931911958703001,6.011738675555063,6
3.010125843867624,-5.960005787450561,0.015282173223084283,2.5152478245022203,-0.8283538464356951,-10.758451454187252,4.621995587303612,2
-10.2375533266426,10.476545282049154,-8.266207884969788,6.512286723402381,-8.078050953184675,3.8807589330858923,9.069727282777382,7
-1.833632520896126,-1.5033732350902476,-5.015292085931754,-2.036360784807939,-9.783352676335141,7.814550667862228,2.8994765242110603,0
-8.521378733948792,11.567386021911975,-7.765279034199795,7.578609823748239,-8.420224359071577,1.834402819761443,8.084936271807953,7
-7.845804721068518,9.782703924962924,-7.353835107213633,8.66938973402897,-9.553696220150897,3.79333122794609,7.645422468492355,7
-4.490054107429189,-9.64761816846588,-9.255041924860988,-1.4709879940827841,-1.9637924514240246,-4.319809036420048,3.0060172061838673,4
-5.8511321233735805,-5.865362417199047,-4.611903256196343,6.054217838930066,-1.2053165719194872,8.552307289678,6.61278395768038,6
-1.132139542832244,1.4227391496422126,-3.0397144617832517,-1.5182669182846666,-9.976414179066559,6.829321289788077,2.9319479857976716,0
-0.18020851834990348,9.011453322915019,6.80735897059867,8.076942313829498,-8.665398207187053,6.636397330819259,-9.222216474175934,1
-1.082987681305941,9.249417847325601,7.671286889065383,8.019175705193195,-7.6266207557498715,7.002984320909166,-8.805091096364695,1
-0.6524817560787736,8.775878245079518,8.045582074050145,7.024249505602312,-7.545062889010945,5.517253676336465,-8.992366415542303,1
8.720165015699836,-1.3503230297646622,9.735277988999604,8.717782698894105,2.0502180835831805,2.4366473629763092,5.506277011844413,5
-5.16852375693081,-9.166683454910578,4.350148793587787,3.423070546712081,5.031373481134954,-4.25386374802974,-2.7314653853977817,3
-2.3942205276524398,7.1281092669556685,6.1261487584348995,7.82903525168515,-8.525238233642034,5.698831012677776,-7.318687931383538,1
3.085974965387924,-7.669899662699488,-1.3226277123858756,2.418251678769448,-0.20401911858156618,-9.744261958703689,2.8476532162084434,2
3.387215280325188,-8.248142061114407,0.4869996946278825,3.2770432641452376,-1.1966151333794242,-9.438665054197982,4.313469942895886,2
8.103643248464614,-0.28137746203469055,9.006108727403651,7.170488857964932,1.8237210983748904,2.246087593530653,6.709265820702928,5
7.64411685809636,-2.1658188194282255,10.47948483575643,9.61058020315903,2.253183672138274,0.061727516112002556,6.106143184747118,5
8.27482232034076,1.3264060961694863,8.680218508195207,8.011648341260416,2.170121977327537,-1.0193399330081063,6.429129449682918,5
-5.101974968754286,-9.961113427737908,-9.613682052946752,-3.014687031136811,-3.0687624588247906,-4.301611817640385,3.795682528223944,4
-0.7031661839867281,-1.3765475771614748,-3.6960987695884047,0.19068608667602982,-9.467477579791604,6.284847550907909,5.0883561337707075,0
3.379898213523976,-9.919304796161766,-0.07772678583141507,2.0855774737718,-1.6504993377452661,-8.597247286576904,3.1173277504763943,2
-7.945522919419328,9.900043669395592,-8.808554383323711,8.030903391819761,-9.40590105320312,3.3208459620902064,7.680861995758329,7
7.395382519325518,-1.5063450952839217,8.576373156934299,9.154157611195282,2.4651814110455974,1.7619008398280522,7.057417366373986,5
3.7256348691340975,-5.929634665244181,-2.1623349138782166,0.5452651748603592,-0.15227102291701455,-10.713424507304106,3.950576034008848,2
2.424523885460795,-7.607654773873298,1.2901158144185325,3.025723861066636,-0.24247057669269134,-9.309262461262167,4.083714537721052,2
-6.4534689575521975,-10.161059779220064,5.994494104330172,4.0071838814125815,7.701797397428014,-2.5761589821996886,-1.5198581797295438,3
-1.4266416336956795,0.9222284308416867,-2.621466739391378,-1.0079846247893662,-10.956163759974997,7.830943522450851,3.579605405237145,0
0.24727429873021745,8.210311554335043,6.6171871206690716,6.644069003228904,-9.211005112909584,5.960668206075712,-9.222825019316245,1
4.4274618452277,-7.570622026470463,0.04379842065149253,2.069545718745825,-0.2164021813082595,-9.637111196626913,2.472771296984262,2
6.565734082913188,-0.3720915192192233,9.595894591031652,7.194616027270134,2.501603777610989,1.2048619534103073,7.509423162842894,5
-7.678442176357127,10.07065152656659,-7.199937674620222,6.083695833397598,-7.955338347334301,3.268734584730029,5.051189947930765,7
-5.4695474432579045,-6.5009016153377726,-5.717484125860654,7.391807879965948,-1.5085399156278578,6.903790342184382,6.31221315256638,6
9.143856004046928,-0.0030490960457782434,9.148567216693316,9.020026858497719,2.5681446426383325,1.9446897036546924,5.96357635208213,5
0.208392780920595,8.248833936736112,7.216082240832211,6.508261433073096,-6.262972268514443,4.759024619231788,-9.812580971235102,1
-9.980902240882868,10.492885405123562,-8.473842261924407,7.30085176628696,-8.31421952330978,3.0803672025013866,7.969354535976961,7
-5.020296747128643,-10.563695748411032,-10.294378421858452,-2.1722394844438986,-3.606216766687095,-5.550432763354118,0.43514092926307124,4
8.715958419179223,-1.5354294693217796,9.47389587993051,9.814407847288344,1.5398565415721541,-0.20330423025902666,6.3031706990850145,5
-10.266300231440965,11.26173011858718,-9.199916753232573,8.296229557325844,-8.77452865910584,2.5965163589814195,8.009508801524555,7
-7.012234563585198,10.43054326323003,-8.933255480016305,8.537146202133483,-8.04558114461659,2.2445753442650203,7.569649446593797,7
-4.965202267357794,-8.720526262237223,5.37138023605314,3.645830929299981,9.050281337222712,-4.438582076226438,-2.167866619266257,3
9.984655004315394,1.10658155843362,9.304159975942278,8.465041846983345,1.600701489535496,1.7747602461355991,6.582462000641552,5
6.6087002252772455,-1.1061735549814726,9.640086155103308,10.033334469943863,1.787479016910953,1.552240941582453,7.001483328947087,5
6.000076761699031,-0.2387626217846409,9.775983787038976,8.168518238848247,3.0189419601003333,0.1518561518639473,4.575276292450283,5
-1.6406653958956707,-0.579642064728802,-2.955870519456808,-2.5426285725896887,-10.213492352456994,8.155777224679058,3.3675574808177755,0
-6.552014693962482,-6.085796961411118,-3.5106865920984425,8.81721627268105,0.4588464023842562,7.958432187083868,5.636020404659645,6
-5.050849017720379,-7.475587158089376,5.325055747112993,2.7623472030287104,11.058051780265151,-5.474463189815259,-2.3467770450937335,3
-0.5957558059283925,-0.11592268248478599,-6.627303010518265,-0.7288156604584173,-8.800761929178435,7.441362794337561,3.8791523460705726,0
-0.8103359468790546,0.22301609673858444,-2.1349129546694883,-1.7272720054411668,-10.109931893072545,5.665397322009293,4.062716747391416,0
8.21058277058641,-2.283107603577739,7.79007322778704,9.63160600733654,3.2888464304164904,1.7592568005662028,5.034175483862003,5
-4.0495075029000756,-7.712152213658945,-10.324463072919059,-0.3112239328028247,-5.287678956100498,-6.818733431776128,1.765018310402952,4
-1.945539819165921,9.194619892938654,6.973439018726334,8.179712222659877,-8.45463108190124,7.164437969768477,-7.222376043441088,1
-5.303867648874784,-9.93526846143819,-8.112594104922392,-0.09393007224167937,-2.69866618334878,-5.457268543747957,2.40629719592001,4
-5.605392930210303,-5.788742260273997,-2.539899941156406,7.615015025426704,-2.0204670135273934,7.957401674200937,6.349077127132989,6
