0,1,2,3,4,5,6,7,8,label
-2.4434687992780075,6.193877972121788,0.3242773896796355,-1.4918774309866492,1.6696710281565361,2.9131945024193815,8.094721376454649,-8.564439482357749,5.452553964226178,0
-6.258490570939081,0.5645524979634748,-0.07290260789203584,7.52470491803155,1.7521559486295426,0.8844585995151956,-0.8895806762589192,1.306823205852009,2.708479890899024,3
3.164460188797457,2.241701110918562,-3.7358766952624385,-9.012519362834771,-8.582822728532983,4.855387959031033,4.758524344680378,-10.72345192708369,-9.015186308899816,5
-8.051871458413629,-0.0950404126141704,-2.1299248020654473,6.1919180375390415,-0.07430392004042907,0.3773650314272402,1.675387607063954,2.237089056355339,2.893782822993382,3
-2.5055277588427067,6.315642417471308,0.4424769230687985,-1.9348031996719746,4.417504972929483,2.4005956816732588,8.487219073037803,-10.844589927761364,5.743307913059777,0
4.27737488225163,3.1003632206816647,-3.603484555159441,7.308031418957467,3.96786847110702,7.950572270716197,1.3430999216443604,-5.114096831525216,0.7760116805967487,4
-2.0383455044268453,7.843520944347961,0.5498660929487572,-4.883674127422953,2.7661042092167,1.9847405053857037,7.003555640538747,-10.553347455285483,7.509015040656369,0
-1.5329723597197735,6.3042034485462635,-2.6088508182664185,-1.5254243892648325,4.015641756005339,2.8023952403258905,8.216820200296281,-9.093708852784971,5.681237206032024,0
-6.403822008530973,0.12208146760261848,0.0008844008321520214,8.780468090430809,0.42221863442637253,-0.5553283991876917,-1.4634368893951288,0.4677951217063423,2.211451472484414,3
-8.464069061061373,-0.10616041189127678,-0.22564294396129236,4.770307701671092,1.6698169168429005,1.2777140781552974,-1.236392568126073,0.39932607130609377,0.9422918739314492,3
7.956561088986756,4.655584191484907,-7.978846434228867,-7.290095178425746,-4.511859970412843,7.194542014429246,-7.238147076931063,5.236171134348803,-3.7404127999231913,2
3.478427552833416,3.2203887863228315,-1.7017492773086331,-10.70408209615883,-9.319457379375708,2.8176445889422226,6.829120789649657,-9.197070163841772,-8.706893020735897,5
-6.626755446390846,0.15950435118712925,0.18215871558517271,6.89327201050744,0.8456251783691177,1.4289811494439988,0.7926881845126272,1.2050782830358933,2.428320805181652,3
7.605315567994078,6.0466355131461595,-10.350260954849949,-7.97329209016804,-5.723231811834321,8.359495920096709,-7.423666041142624,5.681376669552825,-6.010074390555255,2
8.3744407540636,7.241938286932514,-7.845787427673065,-5.485281268712137,-6.358996806888016,8.910912183646989,-8.04957068912027,6.012378732887217,-3.959859548343861,2
5.381509497661027,1.1831528033826153,-3.22262525844495,7.37952337446645,4.509337457955423,9.90803773923596,0.6209945374408252,-5.39030187012877,-0.5319357351397298,4
-1.3257722748675302,7.012411189338574,0.6125281487988603,-4.153139126143273,3.3551531221028377,1.779516317590947,7.938615361464665,-7.086469729559598,6.312700396057218,0
-2.594404093047783,6.294734143691558,0.6362912262999826,-0.9217536688354,3.9900697755879255,1.1157196825658566,8.396949071465842,-8.370255699248315,6.5409382971212375,0
-7.155558295788479,0.24999301737128396,-1.957218493088185,8.592376992804882,0.7021552559266986,-0.5255292930305954,-1.924180642423609,3.351089941419901,2.9939589900174455,3
-1.637631296813863,7.715880981503015,0.7674171967436392,-4.8394097363332005,1.8319913923204982,1.890395485549026,7.277324131764487,-9.730864090903912,5.186188313656345,0
5.027646788433669,6.457675485326955,-10.614792962698377,-7.249870573774179,-7.518997090708358,8.389533131721857,-7.287849205663833,6.358970355076278,-3.592747139547276,2
-8.803052786337105,-2.3291563667493778,-1.5495502772859553,-6.409320336495329,-6.453408961170638,5.141387029690893,0.0354009188883716,8.791045863997143,5.451759559477561,1
-7.287320189961582,-1.501136839993592,-2.6849209674482726,6.582333983537395,2.005083989244369,-0.005081415199242212,0.24383598739903622,1.3102852874099211,2.692177475956296,3
3.5642403933261613,2.698370825927719,-4.5734144511148305,-10.111493724408326,-8.724096530766149,3.3391791771727464,5.010928640428794,-9.992902795404635,-6.972539741129351,5
4.045929567272962,1.7206968018263211,-1.7867783514101379,-9.307584088020683,-7.918580858115547,4.630435022379795,5.860552914232379,-9.727625772777417,-6.68922664378127,5
-8.194198692357801,-1.1215603682901922,-0.00950575215680427,-6.4054622272334445,-7.208478484620254,3.7565917322335554,-0.8640010974051721,9.799784126467213,5.597685192979756,1
