0,1,2,label
-7.402025523306669,5.418540996946121,-1.9205585756593824,2
6.662514691552415,9.395684969646311,-1.7066609949190519,4
9.279510461310599,10.703099848546142,-3.8798105570353454,4
0.41085565676232494,9.66680101901356,-1.5734694106482356,1
-8.588598508031925,-7.260203974068589,-5.9096272332448265,3
8.459242722750183,1.805280928860793,-2.7116447542019673,0
8.753372927655168,0.5567611588319619,-1.1759174630691125,0
7.577773725359965,9.284094235038578,-1.5471213768777794,4
-7.001129447216997,5.244145439709486,-0.65993982448865,2
8.115809767858725,0.5659531616814926,-3.1342784750739874,0
6.937961830709355,10.173654066491306,-2.595238961714227,4
-9.535310711398905,-6.940438491357995,-5.340429221067589,3
0.9461277836978202,8.455909487566341,-2.8808340367324625,1
-5.893196434410281,4.465183207527291,-1.884719523723322,2
6.328728985578811,0.6377338703035926,-3.2620433688002684,0
8.418164173989293,0.1144651382128391,-1.4086972452344506,0
9.044428161919969,-0.7080002531422702,-3.614955866060049,0
0.46736063095216684,10.216129627693507,-1.806320182051887,1
-8.77025375710616,-7.280137304438975,-6.613982300318252,3
-11.082162626941932,-7.616018646933179,-4.417424689125329,3
-5.682473631975154,3.929581584453613,-2.1796204998370805,2
8.884975850108912,0.6836543155174425,-3.195191283977681,0
-6.7622061508056515,5.762966634597822,0.149274463316714,2
-9.476756967325496,-8.938027287584202,-6.055640734230528,3
-8.498102079261782,-8.899044316168839,-4.722312650902804,3
8.379894994459463,7.814164854168098,-3.32355102601956,4
8.335598668882737,1.2861260236845182,-2.4909977492313544,0
-5.457811583694573,4.818623129986002,-0.25531590572538376,2
-7.620477138548108,-8.39352425538502,-5.748758563201843,3
-9.93141185215591,-8.941176456630663,-5.614046723633693,3
7.887705635207608,7.569497948366529,-1.7350202353284732,4
-5.641362046507153,5.805539723918193,-0.4204422361384492,2
7.932570002420635,1.8411731300047112,-2.969401052175729,0
-10.484072980192432,-10.647311090796785,-3.520904118199737,3
5.951781429410183,8.412135625581934,-1.8371008202315764,4
1.857608942051681,10.315336722687494,-2.346448673752106,1
-9.161236735093029,-8.081850503332367,-4.751057876349315,3
3.435945916923856,10.26908924271448,-2.9336366906554994,1
8.840919757498291,2.9542321527558864,-2.32757861828433,0
-9.590443533760013,-8.614411049225108,-5.10786075602676,3
-9.62054163007309,-7.231200716455115,-4.269634236601083,3
-8.467370413763783,-8.783776067141572,-5.151714530446182,3
9.656233527051977,0.7474817262117712,-0.9296925025072151,0
5.567727413229825,7.642954085514816,-4.293741470853135,4
3.2372937937985222,9.456865371269046,-3.641609905927886,1
8.768187213104413,1.3845414114949608,-2.173658728566683,0
-5.667009590741221,5.1295994260949715,-2.2419101988856402,2
7.771743868864426,8.875910618471705,-2.0375579083337216,4
-8.61192498741094,-8.65247012843279,-4.994436433499798,3
-7.922549549262449,6.04880513779986,-1.7632012901401413,2
-6.567537518252836,8.426243550829888,-1.4439004184490412,2
-8.766112429456507,-9.45789927977382,-3.157591629489805,3
7.866227209143351,2.780785228437293,-1.2706118649122133,0
6.650662375740369,7.060229549343164,-3.109717090192637,4
7.334243395788986,1.5697496624387024,-1.8631384719954307,0
-9.248128475861032,-9.425853177155432,-3.786381040890694,3
7.558001567895208,7.932633412129575,-2.2340432972973256,4
5.574844356487316,9.00424295523959,-2.4970140257445865,4
1.4969909995206703,6.729779101359453,-4.151411989808233,1
9.819159759284895,0.8624229223986374,-3.420943585151459,0
-6.546944038458652,5.007027193334463,-2.559939084563176,2
-9.323663515515735,-8.092737837326204,-4.587110601996005,3
5.293201669725885,6.5835040310734545,-2.2385442784181184,4
8.327407419497083,-0.2670354499365706,-2.5451015044135747,0
-4.046170898925562,5.341459522623708,-1.7377022100472423,2
-11.217180345983033,-9.368331924129155,-3.1528664595443057,3
-5.724855441014686,5.877968008073665,0.755776037529051,2
-8.389615087836273,-7.46220924173133,-3.478683737017734,3
9.784632844253274,0.1846098720551319,-0.05256002892549616,0
-9.638031685850862,-9.991356364216145,-3.9766083536916694,3
-8.355152680491734,6.3287790325854285,-1.6386321858023938,2
9.128612390641068,1.8230218422063529,-2.415358889197514,0
-6.379045161756303,5.875674666813595,-1.1744801802766323,2
9.12965473000196,0.30946008642352735,-1.7147850836613634,0
-9.447788184787116,-8.321801145668323,-5.3372381104828435,3
