0,1,2,3,4,label
-2.9909335784880593,-4.089776495524378,0.07174463716708614,11.846234875096357,3.785866154606631,0
6.851314245175255,-9.287372604046835,-5.817989770491478,-6.5371616544850335,-3.3162834342353773,1
-4.453348680696074,-3.4596938204796897,-1.4944405536166314,10.315285312554424,3.628876049110512,0
5.605427684262381,-8.680671703412154,-3.302144696943885,-6.0003993245874625,-1.6645279744698085,1
5.75438465491939,-6.3963133110007675,-7.229410630236205,-6.859644389558193,-3.872648621713183,1
3.284431809612943,-8.934670312520673,-5.558764705291207,-7.8230428986157445,-4.729464233399119,1
6.555396778915653,-10.388042962542684,-5.177345628122499,-8.014026793495708,-3.8039724161953434,1
-3.0956364755385373,-5.65948139511257,0.392892532995266,10.224839644672269,1.3053230079211438,0
-3.869226300712883,-5.0776560662060986,0.690482358447914,9.849717612343767,4.51638985416563,0
5.737328370725547,-7.733018539766692,-5.8608502850364115,-4.347804850905346,-2.918114345118037,1
-2.6456945022022462,-2.4060073516783236,0.38044791418924545,10.54636592589121,2.811796016389196,0
7.494030447673966,-8.506292466444036,-6.60790018202564,-8.220595910791241,-2.481891506219366,1
6.653516525374109,-9.853001037057792,-4.14003348103757,-5.3483610882891,-3.86643532062685,1
7.739039940356847,-7.775725354166231,-5.538663766458757,-5.4831073432638595,-4.04698212455958,1
6.553341789089804,-10.5700479306334,-4.829426337889032,-5.696083289798567,-4.928316012842151,1
-4.090563349354318,-6.380088551449963,1.1940587797563402,11.456365697588671,3.5455659883965485,0
6.076502987232011,-10.425236139229046,-4.352429000771224,-4.287889550110122,-4.22704715554787,1
-1.6302841953691622,-4.546197082972782,0.5750437239475845,10.21003399295308,2.6569493655070855,0
-1.9595062386345001,-6.381374957216331,-0.637866722518273,11.138515064864725,4.284578049526431,0
6.988598958389473,-9.877744789532228,-3.7743086135603403,-8.107837572069382,-3.1716155879817807,1
-2.699088384051935,-5.9250311070129325,1.0445984796046184,9.643988027482504,5.159567341731783,0
-2.613525233373467,-5.9366921323815305,-0.6381787514043639,9.067352254100319,2.551199253990906,0
-4.6597049484954125,-7.257513389263973,0.15164991072316453,8.464635876293586,3.445377510661357,0
6.933589596449697,-8.891975427801603,-5.144504647436261,-6.959174997969353,-4.117690378440133,1
-4.560388178504043,-3.8862773753640196,-0.6912964591562591,9.299453160057682,3.6470424245155697,0
-3.2244006848243165,-4.548393412761084,0.3406141635660279,10.57233590100664,3.2531270420776472,0
-3.0382495717103004,-4.708806804955685,0.7506047417675847,9.393486978527173,4.572871847508422,0
-4.12019412207635,-4.908049701070489,-0.9643500064142192,8.626478574343057,4.0743802494365475,0
-2.9445360487363756,-5.776696981834592,-1.3135001845098173,9.623440423397541,4.165373727464284,0
-3.82577822194966,-4.93155081073614,0.9767029827057855,11.06631305709895,3.9269619606102006,0
-5.084324161086693,-3.788312070574805,0.7933619657521858,11.245980754004258,5.0616389403663975,0
5.804972958414792,-9.428123506871554,-5.375551193412862,-8.36252619751105,-4.24655581618799,1
-3.2094289576126505,-2.9938775425925783,0.8780487567074746,8.487659764059563,4.5375880553350765,0
-2.509157960973032,-4.2024143486711765,-1.3255216889744044,10.654056764323572,3.0710700720311745,0
-5.113108267043119,-6.124817529653409,-1.8146449751994869,9.204598445682945,3.721766192080071,0
-3.6166323895455927,-4.0587425307565015,-0.993629211574869,10.108273398442886,2.4819584862733297,0
6.6196750038424055,-8.593184723062828,-6.663941347033842,-5.843528629457608,-2.7370402454668636,1
5.453375796704362,-6.31868826503117,-5.393211391720828,-5.736230611024951,-3.206281677056259,1
-4.130514100589374,-6.715081040757875,0.5299591469479397,9.147553066914421,2.7716980644070857,0
-3.9790845361963605,-3.0458180226486347,-1.2054726720365914,8.35245695327779,4.757489256283634,0
5.640716316797057,-7.450636298229343,-2.5307013761583486,-6.776024511668801,-1.5541985530842233,1
-2.968338910680991,-4.826758028490789,1.4193707334003123,9.935462835652578,2.5424216535930313,0
6.878356215936335,-9.21049983165905,-5.291360523632309,-4.942086872652885,-3.4510758319847534,1
-3.6898023309047563,-4.1819841419950015,0.9007036402422507,7.899346942122017,3.6653093842876237,0
7.62498168231645,-9.37284329606587,-4.919137152891388,-7.85319886082353,-2.7586949182635303,1
5.4861921677863865,-8.312052732666059,-6.385213245054444,-6.155739617723211,-4.964203159958931,1
6.014275474862419,-10.694102877805731,-4.224217351824139,-7.11003207112555,-4.656686771643741,1
-5.613777743551811,-3.9275833250671783,0.45300812882161207,8.388984179694495,4.577031443459955,0
-2.15916962757408,-4.872682647330384,0.05059612039604294,10.535297189264265,4.318551817324102,0
8.178268170954906,-7.914707326014144,-5.139918347312327,-6.773106131150775,-3.095027041699937,1
7.221883071584971,-7.606463002272918,-4.794624315028515,-7.8483503374824535,-4.273208042154985,1
4.223914575405846,-9.15201232488616,-6.206199848551011,-6.338427937049209,-3.8216941444298693,1
